City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,sur,22.5667,59.5289,22.14,66,4,1.95,OM,1706995394
361,akdepe,42.0551,59.3788,-3.95,66,63,3.76,TM,1706995395
362,shingu,33.7333,135.9833,6.95,94,100,1.94,JP,1706995396
363,ulanhot,46.0833,122.0833,-21.4,83,3,2.39,CN,1706995397
364,san julian,21.0167,-102.1667,20.89,18,0,9.47,MX,1706995398
365,lewiston orchards,46.3804,-116.9754,7.85,86,75,1.54,US,1706995399
366,yarovoye,52.9273,78.58,-6.07,89,99,6.4,RU,1706995400
367,pathein,16.7833,94.7333,21.69,74,2,4.04,MM,1706995401
368,hasaki,35.7333,140.8333,4.05,88,100,3.64,JP,1706995402
369,salekhard,66.53,66.6019,-27.29,100,97,0.67,RU,1706995403
370,linares,-35.85,-71.6,35.54,11,0,5.95,CL,1706995404
371,taulaga,-11.0553,-171.0883,28.1,82,100,10.56,AS,1706995405
372,kaga bandoro,6.9896,19.1874,25.9,20,16,2.14,CF,1706995406
373,bakau,13.4781,-16.6819,28.08,36,1,0.0,GM,1706995407
374,san jose del guaviare,2.5729,-72.6459,33.32,48,90,1.31,CO,1706995408
375,mirnyy,62.5353,113.9611,-31.84,99,23,1.88,RU,1706995409
376,constantia,44.1833,28.65,4.38,75,62,5.61,RO,1706995410
377,vernon,50.2581,-119.2691,7.39,91,100,1.03,CA,1706995411
378,oskaloosa,41.2964,-92.6444,9.11,76,0,4.63,US,1706995412
379,axim,4.8699,-2.2405,26.5,89,85,2.9,GH,1706995412
380,taro,-8.3862,115.28,24.0,97,100,0.46,ID,1706995413
381,tianpeng,30.9866,103.9393,3.26,87,69,0.96,CN,1706995414
382,tralee,52.2704,-9.7026,10.56,99,100,2.23,IE,1706995415
383,lerwick,60.1545,-1.1494,6.0,81,100,12.76,GB,1706995370
384,noormarkku,61.5927,21.8685,2.88,65,84,6.69,FI,1706995417
385,qaryat suluq,31.6682,20.2521,12.97,75,13,3.5,LY,1706995417
386,bernalillo,35.05,-106.6673,11.41,36,75,11.83,US,1706995418
387,aral,40.5156,81.2636,-1.78,60,100,1.71,CN,1706995419
388,lucapa,-8.4192,20.7447,18.8,92,92,0.75,AO,1706995420
389,ridder,50.355,83.5133,-13.11,84,94,2.8,KZ,1706995421
390,mangai,-4.05,19.5333,24.46,73,99,0.87,CD,1706995421
391,tabou,4.423,-7.3528,27.81,79,99,3.37,CI,1706995422
392,bou arkoub,36.5385,10.5509,11.57,91,0,3.67,TN,1706995423
393,vallenar,-28.5708,-70.7581,24.77,38,72,4.44,CL,1706995424
394,argo,37.6333,22.7333,7.66,75,2,1.1,GR,1706995425
395,marion,39.7684,-86.1555,10.67,64,20,6.69,US,1706995425
396,al mindak,20.1588,41.2834,12.78,74,2,0.97,SA,1706995426
397,fort-shevchenko,44.5086,50.263,2.38,85,100,6.69,KZ,1706995427
398,pauini,-7.7136,-66.9764,25.76,88,100,0.47,BR,1706995428
399,novopskov,49.5464,39.0899,0.83,97,100,8.08,UA,1706995429
400,freetown,8.484,-13.2299,25.6,86,0,3.85,SL,1706995429
401,carbonear,47.7332,-53.2148,-0.49,87,98,8.02,CA,1706995430
402,dubbo,-32.25,148.6167,26.07,61,81,4.12,AU,1706995431
403,yarmouth,41.7057,-70.2286,2.26,71,75,11.62,US,1706995432
404,santa catarina,-27.0,-50.0,26.88,60,68,0.42,BR,1706995148
405,tazacorte,28.629,-17.9293,20.54,30,0,4.02,ES,1706995434
406,kristiansund,63.1115,7.732,3.03,80,75,15.95,NO,1706995434
407,el kseur,36.6794,4.8555,9.47,87,0,2.06,DZ,1706995435
408,nago,26.5881,127.9761,22.47,89,30,2.5,JP,1706995436
409,lensk,60.7253,114.9278,-28.53,100,73,1.48,RU,1706995437
410,crane,31.3974,-102.3501,15.82,22,3,15.33,US,1706995438
411,ha'il,27.5219,41.6907,8.01,42,0,2.06,SA,1706995438
412,leiyang,26.4024,112.8591,-0.08,97,100,2.95,CN,1706995439
413,paphos,34.7667,32.4167,10.88,82,75,2.06,CY,1706995440
414,maracana,-0.7667,-47.45,26.89,79,62,2.17,BR,1706995441
415,cole harbour,44.6724,-63.4751,-2.29,90,100,7.15,CA,1706995442
416,burao,9.5221,45.5336,19.21,82,6,5.41,SO,1706995443
417,maintirano,-18.0667,44.0167,27.3,80,24,1.88,MG,1706995443
418,minas de marcona,-15.2119,-75.1103,22.01,70,78,5.07,PE,1706995444
419,bikenibeu village,1.3673,173.1241,28.98,79,75,4.63,KI,1706995445
420,bodo,67.28,14.405,-2.98,63,50,2.57,NO,1706995446
421,el calafate,-50.3408,-72.2768,12.47,43,100,3.42,AR,1706995447
422,prince george,53.9166,-122.753,-1.53,48,0,0.89,CA,1706995426
423,zhuanghe,39.7008,122.9911,-8.62,66,83,1.56,CN,1706995449
424,fortuna,40.5982,-124.1573,14.81,60,0,5.14,US,1706995450
425,midvagur,62.0511,-7.1939,1.46,93,75,3.09,FO,1706995451
426,letlhakeng,-24.0944,25.0298,23.22,38,48,3.12,BW,1706995452
427,ta`u,-14.2336,-169.5144,27.1,86,100,8.03,AS,1706995453
428,sittwe,20.15,92.9,18.94,55,4,4.0,MM,1706995454
429,guadalupe y calvo,26.1,-106.9667,10.22,32,0,5.75,MX,1706995279
430,al ghayzah,16.2079,52.176,24.34,75,13,0.7,YE,1706995455
431,pontes e lacerda,-15.2261,-59.3353,21.87,95,100,1.12,BR,1706995426
432,queenstown,-31.8976,26.8753,22.51,68,91,1.13,ZA,1706995457
433,olyokminsk,60.3736,120.4264,-34.87,100,84,1.03,RU,1706995458
434,kidal,18.4411,1.4078,18.57,10,9,5.36,ML,1706995459
435,carutapera,-1.195,-46.02,27.06,78,92,3.36,BR,1706995460
436,wulingyuan,29.3494,110.5441,-3.09,98,100,0.17,CN,1706995460
437,zhangjiakou,40.81,114.8794,-10.4,81,23,1.01,CN,1706995461
438,uravakonda,14.95,77.2667,23.49,64,45,4.36,IN,1706995462
439,tallahassee,30.4383,-84.2807,23.19,35,75,3.09,US,1706995249
440,douglas,41.3,-96.167,9.21,89,100,4.12,US,1706995291
441,metro,-5.1131,105.3067,24.07,93,100,1.53,ID,1706995464
442,chulakkurgan,43.765,69.1814,-1.6,70,100,5.85,KZ,1706995466
443,xuchang,34.0167,113.8167,-2.37,70,100,4.59,CN,1706995467
444,dawson creek,55.7666,-120.2362,-4.2,42,0,1.54,CA,1706995273
445,ingeniero jacobacci,-41.3427,-69.5448,24.24,9,65,2.09,AR,1706995469
446,ola,59.5833,151.2833,-20.34,80,99,4.5,RU,1706995469
447,lukolela,-1.0605,17.1821,25.02,67,100,0.8,CD,1706995470
448,lijiang,26.8688,100.2207,-2.73,96,31,2.43,CN,1706995471
449,rikaze,29.25,88.8833,-3.17,17,0,0.97,CN,1706995472
450,boa vista,2.8197,-60.6733,35.99,30,0,3.6,BR,1706995473
451,nishinoomote,30.7333,131.0,16.53,84,100,8.83,JP,1706995474
452,maloye ganyushkino,46.6,49.2667,0.14,81,99,6.39,KZ,1706995474
453,okha,53.5739,142.9478,-22.84,90,6,6.61,RU,1706995476
454,bathsheba,13.2167,-59.5167,28.34,74,40,4.63,BB,1706995477
455,pailon,-17.65,-62.75,36.82,18,76,1.91,BO,1706995478
456,sorong,-0.8833,131.25,26.9,85,79,5.15,ID,1706995479
457,nizhnesortymskiy,62.4397,71.7603,-19.53,100,100,3.65,RU,1706995480
458,nagqu,31.5,92.0,-12.68,30,100,1.93,CN,1706995481
459,ocean city,39.2776,-74.5746,7.1,67,8,3.13,US,1706995482
460,saraqib,35.8645,36.8059,7.94,88,34,0.3,SY,1706995483
461,vershino-darasunskiy,52.35,115.5167,-28.42,99,17,1.09,RU,1706995484
462,palmer,42.1584,-72.3287,3.78,40,40,5.66,US,1706995484
463,kedougou,12.5579,-12.1743,29.32,26,1,0.0,SN,1706995485
464,huaraz,-9.5333,-77.5333,15.4,84,99,1.33,PE,1706995486
465,pitimbu,-7.4706,-34.8086,28.33,70,43,5.29,BR,1706995487
466,laojunmiao,39.8333,97.7333,-10.29,65,38,2.06,CN,1706995488
467,luba,3.4568,8.5547,29.12,75,38,1.7,GQ,1706995489
468,charters towers,-20.1,146.2667,24.11,78,100,4.54,AU,1706995490
469,aswan,24.0934,32.907,12.61,37,0,1.03,EG,1706995490
470,shush,32.1942,48.2436,10.88,43,0,2.41,IR,1706995491
471,novokayakent,42.3937,47.9861,3.83,88,96,0.64,RU,1706995492
472,kilcock,53.4022,-6.6708,8.73,87,75,7.2,IE,1706995493
473,la sarre,48.8002,-79.1996,-1.31,89,67,2.45,CA,1706995457
474,puerto ayacucho,5.6639,-67.6236,32.58,53,95,1.25,VE,1706995494
475,ceerigaabo,10.6162,47.368,15.79,68,3,1.9,SO,1706995495
476,tarko-sale,64.9225,77.785,-16.89,94,100,2.53,RU,1706995496
477,zouerate,22.7187,-12.4521,19.18,14,71,4.39,MR,1706995497
478,san luis,-33.295,-66.3356,33.0,27,1,7.39,AR,1706995248
479,port isabel,26.0734,-97.2086,27.05,66,0,8.75,US,1706995499
480,coahuayana de hidalgo,18.7,-103.6583,29.32,43,0,3.83,MX,1706995500
481,montepuez,-13.1256,38.9997,21.71,95,100,1.0,MZ,1706995501
482,chibougamau,49.9168,-74.3659,-5.21,68,100,4.12,CA,1706995502
483,tannum sands,-23.9504,151.3693,27.64,74,3,2.57,AU,1706995503
484,sagua de tanamo,20.5819,-75.2414,24.29,72,96,1.95,CU,1706995504
485,puerto san jose,13.9256,-90.8244,30.72,51,0,8.68,GT,1706995505
486,shimanovsk,52.0,127.7,-27.08,100,11,1.42,RU,1706995505
487,kourou,5.1552,-52.6478,29.03,79,82,3.23,GF,1706995506
488,chingirlau,51.095,54.0814,-5.69,92,100,6.34,KZ,1706995507
489,guaranesia,-21.2992,-46.8025,26.05,58,100,3.49,BR,1706995508
490,lorengau,-2.0226,147.2712,27.84,77,45,1.31,PG,1706995509
491,santiago del estero,-27.7951,-64.2615,44.6,12,6,3.64,AR,1706995291
492,gafargaon,24.4333,90.5667,14.49,40,0,2.21,BD,1706995512
493,kasimov,54.9411,41.3953,-6.05,97,100,2.98,RU,1706995513
494,codrington,-38.2667,141.9667,16.01,75,0,2.5,AU,1706995514
495,porto velho,-8.7619,-63.9039,29.03,74,40,3.6,BR,1706995514
496,villanueva,15.3167,-88.0,34.55,41,20,2.06,HN,1706995515
497,klaksvik,62.2266,-6.589,1.51,94,100,10.57,FO,1706995516
498,rong'an,26.1247,119.1214,13.66,94,100,1.52,CN,1706995517
499,ormond-by-the-sea,29.3491,-81.0665,22.13,69,0,4.12,US,1706995518
500,barranca,-10.75,-77.7667,25.18,76,80,4.5,PE,1706995518
501,kuressaare,58.2481,22.5039,3.97,83,47,4.12,EE,1706995519
502,nguigmi,14.2495,13.1092,19.57,20,1,6.09,NE,1706995520
503,pangai,-19.8,-174.35,30.06,79,75,2.57,TO,1706995521
504,touros,-5.1989,-35.4608,27.36,76,43,6.79,BR,1706995522
505,babu,24.4167,111.5167,7.07,97,100,2.4,CN,1706995523
506,bodaybo,57.8506,114.1933,-34.64,100,88,0.91,RU,1706995524
507,kuanda,56.3161,116.0806,-30.5,97,82,0.5,RU,1706995525
508,tafresh,34.692,50.013,-4.88,77,7,2.44,IR,1706995526
509,vuktyl,63.8567,57.3094,-14.38,76,81,5.36,RU,1706995526
510,calchaqui,-29.8877,-60.287,37.47,33,10,4.38,AR,1706995527
511,basco,20.4487,121.9702,24.26,87,0,7.59,PH,1706995528
512,coari,-4.085,-63.1414,28.41,82,51,0.61,BR,1706995529
513,chukhloma,58.7525,42.6825,-13.15,99,100,2.19,RU,1706995530
514,gobabis,-22.45,18.9667,22.28,58,92,6.56,NA,1706995531
515,neftegorsk,52.802,51.166,-8.12,92,100,5.92,RU,1706995532
516,brokopondo,4.75,-55.1667,31.83,54,99,0.73,SR,1706995532
517,tocopilla,-22.092,-70.1979,23.25,68,9,1.52,CL,1706995533
518,huarmey,-10.0681,-78.1522,25.77,78,73,4.11,PE,1706995534
519,punta alta,-38.8759,-62.0736,21.08,46,44,10.1,AR,1706995535
520,nikolayevsk-on-amure,53.1406,140.73,-24.29,99,75,1.83,RU,1706995536
521,bondoukou,8.0333,-2.8,27.67,17,86,1.78,CI,1706995537
522,xiva,41.3783,60.3639,-0.01,54,8,2.45,UZ,1706995538
523,jawa,31.8525,35.9393,6.17,87,3,0.0,JO,1706995539
524,pacific grove,36.6177,-121.9166,13.57,70,100,1.79,US,1706995541
525,astrakhan,46.3497,48.0408,0.93,80,40,4.02,RU,1706995541
526,lobujya,27.95,86.8167,-14.09,16,0,1.61,NP,1706995542
527,daru,-9.0763,143.2092,26.06,90,100,3.39,PG,1706995543
528,raymondville,26.4815,-97.7831,27.0,30,0,7.77,US,1706995544
529,akureyri,65.6835,-18.0878,-6.04,93,0,5.14,IS,1706995545
530,oltinko'l,40.8011,72.1634,1.86,56,100,0.25,UZ,1706995546
531,taroa,8.7058,171.2275,26.97,80,79,9.52,MH,1706995546
532,tofol,5.3248,163.0078,28.19,82,100,9.43,FM,1706995547
533,barcelos,41.5388,-8.6151,14.4,79,34,1.05,PT,1706995548
534,varena,54.2167,24.5667,4.31,83,100,7.19,LT,1706995549
535,walvis bay,-22.9575,14.5053,20.53,88,100,0.51,NA,1706995425
536,mengcheng chengguanzhen,33.2661,116.566,-1.73,95,100,3.72,CN,1706995551
537,tan-tan,28.438,-11.1032,19.85,13,100,4.63,MA,1706995551
538,moratuwa,6.773,79.8816,25.01,86,81,2.35,LK,1706995552
539,gizo,-8.103,156.8419,28.57,78,100,2.89,SB,1706995553
540,vanimo,-2.6741,141.3028,25.22,88,100,1.78,PG,1706995554
541,khandyga,62.6667,135.6,-43.77,100,69,0.95,RU,1706995555
542,bereeda,11.8704,51.0579,24.41,81,14,2.01,SO,1706995555
543,siwa oasis,29.2041,25.5195,12.17,54,1,2.03,EG,1706995556
544,stephenville,32.2207,-98.2023,19.02,36,0,5.66,US,1706995557
545,big rapids,43.6981,-85.4837,7.05,52,0,0.0,US,1706995558
546,antalaha,-14.9003,50.2788,24.61,94,97,2.67,MG,1706995559
547,zalingei,12.9096,23.4741,20.28,20,80,2.01,SD,1706995559
548,gumrak,48.7826,44.3824,-1.05,93,100,9.0,RU,1706995560
549,piacabucu,-10.4056,-36.4344,27.0,75,35,4.18,BR,1706995561
550,quellon,-43.1167,-73.6167,14.47,56,75,3.36,CL,1706995562
551,qaisumah,28.3112,46.1273,11.98,32,0,0.0,SA,1706995563
552,moree,-29.4667,149.85,25.95,68,70,7.57,AU,1706995564
553,saint-denis,48.9167,2.3333,10.27,89,100,4.63,FR,1706995565
554,tommot,58.9564,126.2925,-35.69,99,75,0.3,RU,1706995566
555,ancud,-41.8697,-73.8203,15.99,57,75,3.5,CL,1706995567
556,zhanaozen,43.3,52.8,1.4,93,99,2.17,KZ,1706995568
557,lincoln city,44.9582,-124.0179,12.76,81,18,0.89,US,1706995301
558,mar del plata,-38.0023,-57.5575,22.75,64,40,8.49,AR,1706995400
559,brisas de zicatela,15.8369,-97.0419,30.29,62,75,7.2,MX,1706995570
560,selkirk,50.1436,-96.8845,2.28,94,83,2.24,CA,1706995571
561,guasave,25.5667,-108.45,23.89,48,0,2.24,MX,1706995572
562,greymouth,-42.4667,171.2,14.55,71,91,1.67,NZ,1706995573
563,kittila,67.6647,24.8936,-6.92,93,0,2.57,FI,1706995574
564,chazuta,-6.5742,-76.1367,23.47,84,100,0.95,PE,1706995575
565,kerman,30.2832,57.0788,-3.08,26,0,4.12,IR,1706995380
566,maine soroa,13.2114,12.0241,19.32,16,4,4.52,NE,1706995576
567,kupang,-10.1667,123.5833,26.32,100,75,1.54,ID,1706995577
568,sodra sandby,56.5667,16.6167,4.92,76,99,10.38,SE,1706995578
569,jean-rabel,19.8533,-73.1917,25.19,68,28,1.87,HT,1706995579
570,tweed heads,-28.1817,153.547,25.02,99,75,2.06,AU,1706995580
571,charlottetown,46.2352,-63.1267,-3.71,92,100,11.83,CA,1706995419
572,natal,-5.795,-35.2094,28.36,74,20,4.63,BR,1706995582
